amfi_code,scheme_name,date,nav
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-17,47.247
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-18,47.0646
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-19,46.8958
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-20,47.2337
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-23,47.1095
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-24,46.7812
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-25,46.22
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-26,45.6897
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-27,45.1774
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-30,45.4285
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-05-31,45.382
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-01,45.3888
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-02,45.2575
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-03,45.2047
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-06,45.6199
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-07,45.9992
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-08,46.6466
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-09,46.2953
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-10,46.2007
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-13,46.2959
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-14,46.9906
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-15,46.6388
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-16,46.9508
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-17,46.8115
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-20,47.133
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-21,47.3221
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-22,47.074
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-23,47.1819
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-24,47.3587
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-27,46.2839
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-28,46.6062
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-29,46.1572
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-06-30,46.254
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-01,46.3155
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-04,45.3147
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-05,45.0758
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-06,45.3105
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-07,45.9164
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-08,46.2984
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-11,46.5798
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-12,45.8423
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-13,45.7364
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-14,46.4091
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-15,46.7294
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-18,46.5227
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-19,46.6403
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-20,47.1366
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-21,47.5791
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-22,47.6822
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-25,47.8512
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-26,48.0163
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-27,48.4043
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-28,48.133
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-07-29,47.5448
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-01,47.6598
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-02,47.11
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-03,47.9438
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-04,47.7095
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-05,47.7077
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-08,47.5341
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-09,47.372
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-10,47.6032
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-11,48.1392
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-12,48.5498
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-15,49.0314
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-16,48.7506
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-17,48.2654
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-18,47.8845
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-19,48.1508
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-22,48.7796
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-23,48.3529
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-24,48.3261
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-25,48.1575
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-26,47.8903
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-29,48.016
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-30,48.3585
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-08-31,49.45
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-01,50.2561
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-02,50.7288
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-05,50.6167
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-06,51.2134
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-07,50.4335
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-08,50.5888
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-09,50.7612
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-12,50.7195
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-13,50.5184
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-14,50.8764
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-15,50.4759
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-16,50.9256
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-19,51.277
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-20,51.4356
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-21,51.1264
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-22,50.9847
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-23,50.3571
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-26,50.635
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-27,50.6222
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-28,50.4955
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-29,50.4725
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-09-30,50.9967
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-03,50.7253
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-04,50.591
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-05,49.8836
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-06,49.5839
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-07,49.5108
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-10,50.0634
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-11,50.4585
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-12,50.7957
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-13,51.2379
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-14,50.9526
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-17,51.6269
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-18,51.9979
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-19,52.8209
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-20,53.578
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-21,53.6569
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-24,53.6216
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-25,52.6751
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-26,52.9124
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-27,53.0252
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-28,52.798
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-10-31,52.6263
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-01,52.7538
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-02,51.8149
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-03,52.4034
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-04,52.7149
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-07,52.5821
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-08,52.5182
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-09,52.4916
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-10,52.906
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-11,53.7733
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-14,53.5762
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-15,54.107
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-16,53.9984
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-17,54.0164
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-18,53.942
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-21,54.5082
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-22,54.1413
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-23,54.4735
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-24,54.4711
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-25,54.4542
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-28,55.1774
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-29,55.2006
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-11-30,54.975
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-01,54.9209
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-02,55.0037
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-05,54.9574
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-06,54.8012
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-07,54.6088
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-08,55.287
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-09,55.538
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-12,55.4271
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-13,55.5478
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-14,55.0267
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-15,55.1237
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-16,54.978
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-19,55.1339
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-20,55.2954
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-21,55.0662
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-22,55.3604
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-23,55.4412
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-26,55.8218
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-27,56.179
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-28,56.8573
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-29,56.7184
119551,SBI Bluechip Fund - Regular Plan - Growth,2022-12-30,56.7732
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-02,57.4638
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-03,57.4335
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-04,57.2922
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-05,57.2373
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-06,57.3924
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-09,58.1822
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-10,57.9847
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-11,58.4731
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-12,58.8777
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-13,59.1529
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-16,59.03
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-17,59.1497
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-18,59.7181
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-19,60.2832
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-20,60.7868
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-23,60.7881
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-24,60.6079
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-25,61.1046
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-26,60.9402
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-27,61.6481
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-30,61.839
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-01-31,62.3932
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-01,61.7582
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-02,61.4678
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-03,61.27
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-06,61.5321
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-07,61.4809
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-08,62.5601
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-09,61.8912
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-10,62.3955
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-13,63.1774
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-14,63.6503
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-15,63.5622
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-16,63.6564
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-17,64.0336
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-20,63.3417
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-21,63.1131
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-22,62.7765
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-23,62.8616
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-24,63.3
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-27,64.2798
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-02-28,63.4832
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-01,63.1768
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-02,62.9746
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-03,63.2406
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-06,63.7013
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-07,63.1209
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-08,63.4639
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-09,62.1118
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-10,62.4084
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-13,62.3949
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-14,62.4802
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-15,62.2759
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-16,62.1835
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-17,62.6158
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-20,63.6387
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-21,62.7766
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-22,62.6103
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-23,63.0698
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-24,62.9177
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-27,63.1088
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-28,62.9202
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-29,63.2884
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-30,62.201
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-03-31,61.4688
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-03,62.7121
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-04,62.0753
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-05,61.7621
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-06,61.4696
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-07,61.3932
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-10,61.3595
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-11,61.9588
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-12,62.3007
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-13,62.3186
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-14,63.3938
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-17,63.1473
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-18,63.1232
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-19,63.387
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-20,63.5984
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-21,63.2296
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-24,62.6936
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-25,63.209
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-26,64.0826
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-27,63.9161
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-04-28,63.4502
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-01,62.9616
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-02,63.591
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-03,62.7598
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-04,62.6409
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-05,62.4747
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-08,62.117
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-09,61.7678
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-10,62.1591
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-11,62.709
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-12,63.4016
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-15,63.6907
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-16,64.0151
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-17,64.1834
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-18,64.6812
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-19,64.0508
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-22,64.4691
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-23,64.4282
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-24,64.6434
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-25,64.2559
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-26,64.5475
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-29,64.9915
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-30,64.6275
119551,SBI Bluechip Fund - Regular Plan - Growth,2023-05-31,64.2369
